"","nuvirdi","teg_eign","ibm2","fjbilsk","fjherb","fjstof","matssvaedi","nafn_baer"
"26001",43966,"Íbúðareign",94.4,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"26002",31894,"Íbúðareign",49,0,1,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"26003",29451,"Íbúðareign",55.7,0,1,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"26004",42703,"Einbýlishús",226.1,0,6,2,6030,"Akureyri: Efri brekka"
"26005",19235,"Íbúðareign",95.7,0,2,1,6040,"Akureyri: Glerárhverfi"
"26006",51579,"Raðhús",239.9,0,6,2,320,"Kópavogur: Austurbær"
"26007",33152,"Íbúðareign",80.3,1,2,1,400,"Seltjarnarnes"
"26008",42084,"Raðhús",85.7,0,1,1,100,"Laugarneshverfi/Vogar"
"26009",18521,"Íbúðareign",53.4,0,1,1,200,"Árbær"
"26010",37770,"Íbúðareign",154.9,0,4,1,210,"Ártúnsholt/Höfðar"
"26011",56857,"Einbýlishús",222.8,0,5,3,320,"Kópavogur: Austurbær"
"26012",25268,"Íbúðareign",83.2,0,3,1,100,"Laugarneshverfi/Vogar"
"26013",40310,"Íbúðareign",121.1,0,3,1,340,"Kópavogur: Lindir, Salir"
"26014",36458,"Íbúðareign",100.9,0,1,2,500,"Garðabær"
"26015",28800,"Íbúðareign",83.2,0,2,1,100,"Laugarneshverfi/Vogar"
"26016",38800,"Íbúðareign",125.7,0,3,1,280,"Fossvogur"
"26017",26828,"Íbúðareign",68.9,0,1,1,200,"Árbær"
"26018",68614,"Parhús",189.7,0,4,3,80,"Hlíðar"
"26019",56476,"Íbúðareign",124.7,1,2,1,90,"Holt/Tún"
"26020",22430,"Íbúðareign",88.4,0,3,1,160,"Hólar, Berg"
"26021",28676,"Íbúðareign",121.5,0,3,1,91,"Háaleiti/Skeifa"
"26022",38624,"Einbýlishús",247.1,0,4,3,350,"Kópavogur: Hvörf, Þing"
"26023",24773,"Íbúðareign",48.3,0,1,1,280,"Fossvogur"
"26024",38680,"Íbúðareign",92.8,1,2,1,510,"Garðabær: Sjáland"
"26025",28992,"Íbúðareign",64.4,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"26026",39078,"Íbúðareign",92.1,0,3,1,280,"Fossvogur"
"26027",27591,"Íbúðareign",122.3,1,4,1,150,"Seljahverfi"
"26028",46771,"Íbúðareign",135.6,0,3,2,320,"Kópavogur: Austurbær"
"26029",26041,"Íbúðareign",71.1,0,1,1,340,"Kópavogur: Lindir, Salir"
"26030",42000,"Íbúðareign",112.9,0,3,1,511,"Garðabær: Akrahverfi"
"26031",32127,"Íbúðareign",88.2,1,2,1,350,"Kópavogur: Hvörf, Þing"
"26032",32157,"Íbúðareign",105.8,0,3,1,180,"Grafarholt"
"26033",40679,"Íbúðareign",119.7,0,4,1,400,"Seltjarnarnes"
"26034",28747,"Íbúðareign",67,0,2,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"26035",12000,"Íbúðareign",108.4,0,2,1,3000,"Akranes"
"26036",18425,"Íbúðareign",126.7,0,3,2,3000,"Akranes"
"26037",21239,"Íbúðareign",86.8,0,1,1,3000,"Akranes"
"26038",25500,"Íbúðareign",105.9,0,3,1,3000,"Akranes"
"26039",58821,"Einbýlishús",159,0,4,1,400,"Seltjarnarnes"
"26040",28880,"Íbúðareign",80.1,0,1,1,500,"Garðabær"
"26041",21177,"Íbúðareign",67.4,0,1,1,6030,"Akureyri: Efri brekka"
"26042",26995,"Raðhús",117.8,0,3,2,6030,"Akureyri: Efri brekka"
"26043",34744,"Einbýlishús",159.2,0,5,1,6030,"Akureyri: Efri brekka"
"26044",26471,"Íbúðareign",107.8,0,2,2,100,"Laugarneshverfi/Vogar"
"26045",30715,"Íbúðareign",118.6,0,3,2,160,"Hólar, Berg"
"26046",32727,"Íbúðareign",106,1,3,1,180,"Grafarholt"
"26047",32753,"Íbúðareign",99,0,3,1,100,"Laugarneshverfi/Vogar"
"26048",23486,"Íbúðareign",69.6,0,1,1,700,"Garðarbær: Álftanes"
"26049",26500,"Íbúðareign",73,0,1,1,330,"Kópavogur: Hjallar, Smárar"
"26050",66796,"Parhús",199.6,0,4,1,530,"Garðabær: Vestan Hraunholtsbrautar"
"26051",28774,"Íbúðareign",77.1,1,2,1,180,"Grafarholt"
"26052",24674,"Íbúðareign",61.6,0,1,1,600,"Hafnarfjörður"
"26053",61543,"Einbýlishús",183,0,3,2,640,"Hafnarfjörður - Ásland"
"26054",34513,"Íbúðareign",80,0,2,1,650,"Hafnarfjörður - Setberg"
"26055",29072,"Íbúðareign",58.5,0,1,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"26056",24252,"Íbúðareign",57.4,0,1,1,330,"Kópavogur: Hjallar, Smárar"
"26057",8091,"Einbýlishús",83.3,0,2,1,8110,"Eyrarbakki"
"26058",32958,"Íbúðareign",120.7,1,2,1,2050,"Keflavík"
"26059",25335,"Einbýlishús",170.3,0,5,2,2010,"Vogar"
"26060",16500,"Einbýlishús",97.4,0,1,2,2020,"Sandgerði"
"26061",27734,"Íbúðareign",89.5,0,3,1,640,"Hafnarfjörður - Ásland"
"26062",23179,"Íbúðareign",53.1,0,2,1,90,"Holt/Tún"
"26063",25586,"Íbúðareign",92.4,0,3,1,320,"Kópavogur: Austurbær"
"26064",44822,"Íbúðareign",114.4,1,2,1,550,"Garðabær: Urriðaholt"
"26065",31808,"Íbúðareign",97,0,3,1,100,"Laugarneshverfi/Vogar"
"26066",52856,"Raðhús",190.4,0,6,3,150,"Seljahverfi"
"26067",50688,"Íbúðareign",116.9,0,4,1,400,"Seltjarnarnes"
"26068",44380,"Íbúðareign",99.5,1,1,1,400,"Seltjarnarnes"
"26069",16786,"Íbúðareign",78.2,0,2,1,3020,"Borgarnes"
"26070",24951,"Íbúðareign",104.5,1,3,1,2050,"Keflavík"
"26071",21395,"Einbýlishús",169.9,0,7,2,2020,"Sandgerði"
"26072",15250,"Parhús",54.5,0,2,1,3000,"Akranes"
"26073",24417,"Íbúðareign",75.1,1,1,1,3000,"Akranes"
"26074",5600,"Einbýlishús",93.2,0,5,1,5030,"Skagaströnd"
"26075",28796,"Einbýlishús",136,0,4,1,8010,"Selfoss"
"26076",18000,"Íbúðareign",110.9,0,4,1,2050,"Keflavík"
"26077",32500,"Einbýlishús",162,0,5,1,2040,"Njarðvík"
"26078",35764,"Íbúðareign",108.9,0,3,1,351,"Kópavogur: Kórar"
"26079",31719,"Íbúðareign",103.4,0,2,1,210,"Ártúnsholt/Höfðar"
"26080",26300,"Íbúðareign",93.1,0,2,1,150,"Seljahverfi"
"26081",53000,"Einbýlishús",141.9,0,4,2,210,"Ártúnsholt/Höfðar"
"26082",57918,"Raðhús",271,0,5,1,500,"Garðabær"
"26083",32671,"Einbýlishús",177.3,0,5,1,3110,"Grundarfjörður"
"26084",31018,"Einbýlishús",152.4,0,4,2,7110,"Egilsstaðir"
"26085",27690,"Íbúðareign",109,0,2,2,100,"Laugarneshverfi/Vogar"
"26086",22730,"Íbúðareign",58.3,0,1,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"26087",16392,"Íbúðareign",88,0,2,1,3110,"Grundarfjörður"
"26088",32509,"Einbýlishús",117.1,0,4,1,3000,"Akranes"
"26089",21369,"Íbúðareign",83.7,0,2,1,6080,"Akureyri: Giljahverfi"
"26090",32926,"Íbúðareign",95.6,0,2,1,300,"Kópavogur: Vesturbær"
"26091",47620,"Raðhús",226.4,0,3,2,640,"Hafnarfjörður - Ásland"
"26092",18701,"Einbýlishús",204.7,0,5,1,4020,"Patreksfjörður"
"26093",23739,"Íbúðareign",79.6,0,2,2,600,"Hafnarfjörður"
"26094",23198,"Íbúðareign",70.6,0,2,1,80,"Hlíðar"
"26095",18995,"Íbúðareign",38.8,0,1,1,330,"Kópavogur: Hjallar, Smárar"
"26096",18028,"Íbúðareign",55.1,0,1,1,150,"Seljahverfi"
"26097",43352,"Íbúðareign",87.5,0,4,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"26098",46396,"Íbúðareign",102.5,1,2,1,300,"Kópavogur: Vesturbær"
"26099",14332,"Íbúðareign",98.9,0,2,1,8200,"Vestmannaeyjar"
"26100",52608,"Einbýlishús",219.2,0,6,2,150,"Seljahverfi"
"26101",28339,"Einbýlishús",113.8,0,4,1,3020,"Borgarnes"
"26102",31478,"Íbúðareign",80.1,0,2,1,330,"Kópavogur: Hjallar, Smárar"
"26103",18383,"Einbýlishús",139.6,0,3,1,2030,"Garður"
"26104",14546,"Einbýlishús",129.2,0,4,1,2050,"Keflavík"
"26105",14970,"Íbúðareign",129.1,0,3,1,2040,"Njarðvík"
"26106",34478,"Íbúðareign",118.4,0,4,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"26107",30989,"Einbýlishús",127.9,0,4,2,800,"Mosfellsbær"
"26108",46476,"Einbýlishús",143.2,0,6,2,100,"Laugarneshverfi/Vogar"
"26109",27561,"Íbúðareign",95.2,0,2,3,20,"Miðbær: Frá Tjörn að Snorrabraut"
"26110",28894,"Íbúðareign",75.2,0,2,1,80,"Hlíðar"
"26111",25396,"Íbúðareign",61.1,0,2,1,80,"Hlíðar"
"26112",24482,"Íbúðareign",80.7,0,2,1,220,"Selás"
"26113",25687,"Íbúðareign",86.1,0,2,1,300,"Kópavogur: Vesturbær"
"26114",12693,"Íbúðareign",62.4,0,1,1,7110,"Egilsstaðir"
"26115",13107,"Íbúðareign",62.4,0,1,1,7110,"Egilsstaðir"
"26116",20869,"Íbúðareign",44.6,0,1,1,80,"Hlíðar"
"26117",27388,"Íbúðareign",107.1,0,3,1,620,"Hafarfjörður: Hvaleyrarholt"
"26118",32996,"Íbúðareign",116.8,0,3,1,700,"Garðarbær: Álftanes"
"26119",26817,"Íbúðareign",110.5,0,4,1,170,"Neðra-Breiðholt"
"26120",38774,"Raðhús",94.4,0,2,1,530,"Garðabær: Vestan Hraunholtsbrautar"
"26121",21986,"Íbúðareign",61,0,1,1,600,"Hafnarfjörður"
"26122",43921,"Raðhús",226.5,0,4,2,600,"Hafnarfjörður"
"26123",22824,"Íbúðareign",90.2,0,2,3,161,"Fell"
"26124",31716,"Íbúðareign",92.2,0,2,1,800,"Mosfellsbær"
"26125",40181,"Raðhús",145.2,0,3,1,810,"Mosfellsbær: Teigar, Krikar"
"26126",27630,"Íbúðareign",105.9,0,2,1,220,"Selás"
"26127",48486,"Íbúðareign",108.2,1,2,1,500,"Garðabær"
"26128",39979,"Íbúðareign",102.1,0,2,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"26129",34473,"Íbúðareign",96.5,0,2,2,600,"Hafnarfjörður"
"26130",30773,"Íbúðareign",92.7,0,3,1,320,"Kópavogur: Austurbær"
"26131",39958,"Íbúðareign",133.9,0,3,1,351,"Kópavogur: Kórar"
"26132",29000,"Íbúðareign",57.4,0,1,1,90,"Holt/Tún"
"26133",43757,"Íbúðareign",132.7,0,4,1,220,"Selás"
"26134",58735,"Einbýlishús",196.3,0,5,1,150,"Seljahverfi"
"26135",9863,"Einbýlishús",104,0,3,1,4040,"Bíldudalur"
"26136",10890,"Íbúðareign",78.3,0,1,1,8200,"Vestmannaeyjar"
"26137",28423,"Íbúðareign",72.9,0,2,1,320,"Kópavogur: Austurbær"
"26138",70420,"Íbúðareign",140.6,1,2,1,320,"Kópavogur: Austurbær"
"26139",56423,"Íbúðareign",108.9,1,2,1,320,"Kópavogur: Austurbær"
"26140",26731,"Íbúðareign",96.9,0,2,2,600,"Hafnarfjörður"
"26141",26929,"Íbúðareign",76.9,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"26142",45616,"Íbúðareign",122.4,0,3,2,100,"Laugarneshverfi/Vogar"
"26143",35790,"Íbúðareign",91.1,0,3,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"26144",44000,"Íbúðareign",141,0,4,2,20,"Miðbær: Frá Tjörn að Snorrabraut"
"26145",42611,"Parhús",100.7,0,3,1,320,"Kópavogur: Austurbær"
"26146",55448,"Raðhús",103.6,0,4,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"26147",63576,"Einbýlishús",164.1,0,3,2,300,"Kópavogur: Vesturbær"
"26148",52239,"Íbúðareign",129.3,1,3,1,510,"Garðabær: Sjáland"
"26149",35479,"Íbúðareign",99.5,1,3,1,850,"Mosfellsbær: Helgafell"
"26150",25978,"Íbúðareign",96.6,1,3,1,150,"Seljahverfi"
"26151",51278,"Einbýlishús",148.6,0,3,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"26152",21489,"Íbúðareign",62.5,0,1,1,630,"Hafnarfjörður - Vellir"
"26153",17783,"Íbúðareign",36.9,0,0,1,320,"Kópavogur: Austurbær"
"26154",33379,"Íbúðareign",96.8,0,3,1,100,"Laugarneshverfi/Vogar"
"26155",74494,"Einbýlishús",264.1,0,7,3,540,"Garðabær: Arnarnes"
"26156",37588,"Íbúðareign",103.3,0,3,1,320,"Kópavogur: Austurbær"
"26157",22955,"Íbúðareign",77.3,0,2,1,160,"Hólar, Berg"
"26158",32802,"Íbúðareign",78.2,0,2,2,90,"Holt/Tún"
"26159",35686,"Íbúðareign",134.8,0,4,1,630,"Hafnarfjörður - Vellir"
"26160",41893,"Íbúðareign",104.5,0,2,2,90,"Holt/Tún"
"26161",26371,"Íbúðareign",61.8,1,1,1,620,"Hafarfjörður: Hvaleyrarholt"
"26162",23440,"Íbúðareign",61.8,0,1,1,640,"Hafnarfjörður - Ásland"
"26163",27016,"Íbúðareign",68.6,0,1,1,351,"Kópavogur: Kórar"
"26164",22472,"Íbúðareign",66.2,0,1,1,100,"Laugarneshverfi/Vogar"
"26165",34002,"Íbúðareign",98.3,0,3,1,330,"Kópavogur: Hjallar, Smárar"
"26166",35946,"Íbúðareign",88,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"26167",62006,"Íbúðareign",148.3,1,3,1,510,"Garðabær: Sjáland"
"26168",30009,"Íbúðareign",109.8,0,3,1,600,"Hafnarfjörður"
"26169",46688,"Raðhús",178.7,0,4,1,600,"Hafnarfjörður"
"26170",44337,"Íbúðareign",117.3,1,2,1,90,"Holt/Tún"
"26171",75422,"Íbúðareign",146.5,1,3,1,510,"Garðabær: Sjáland"
"26172",47959,"Íbúðareign",118.4,1,2,1,300,"Kópavogur: Vesturbær"
"26173",30955,"Íbúðareign",102.9,1,2,1,630,"Hafnarfjörður - Vellir"
"26174",21469,"Íbúðareign",65,0,1,1,600,"Hafnarfjörður"
"26175",21866,"Íbúðareign",90.5,0,2,1,200,"Árbær"
"26176",32419,"Íbúðareign",95.1,1,2,1,110,"Bryggjuhverfi"
"26177",35462,"Íbúðareign",73.2,1,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"26178",37993,"Einbýlishús",117.4,0,3,1,600,"Hafnarfjörður"
"26179",25275,"Íbúðareign",69.3,0,1,1,320,"Kópavogur: Austurbær"
"26180",44504,"Íbúðareign",118.8,0,3,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"26181",22145,"Íbúðareign",60.3,0,2,1,100,"Laugarneshverfi/Vogar"
"26182",49871,"Raðhús",139.8,0,2,1,180,"Grafarholt"
"26183",34845,"Íbúðareign",108.9,0,3,1,351,"Kópavogur: Kórar"
"26184",22226,"Íbúðareign",69.8,0,2,1,90,"Holt/Tún"
"26185",30980,"Íbúðareign",112.8,0,3,1,630,"Hafnarfjörður - Vellir"
"26186",43220,"Íbúðareign",114.2,0,2,2,90,"Holt/Tún"
"26187",18985,"Íbúðareign",63.6,0,1,1,160,"Hólar, Berg"
"26188",20797,"Íbúðareign",59.3,0,1,1,170,"Neðra-Breiðholt"
"26189",41210,"Íbúðareign",99.5,0,2,2,11,"Vesturbær: Vestan Bræðraborgarstígs"
"26190",47569,"Einbýlishús",154.6,0,6,1,600,"Hafnarfjörður"
"26191",34982,"Íbúðareign",96.9,0,2,2,20,"Miðbær: Frá Tjörn að Snorrabraut"
"26192",46923,"Íbúðareign",140.1,0,3,2,91,"Háaleiti/Skeifa"
"26193",28465,"Íbúðareign",86.5,0,3,1,330,"Kópavogur: Hjallar, Smárar"
"26194",26673,"Íbúðareign",81.9,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"26195",27497,"Íbúðareign",103.5,0,3,1,200,"Árbær"
"26196",24532,"Íbúðareign",84.7,0,2,1,160,"Hólar, Berg"
"26197",57500,"Íbúðareign",118.9,1,2,1,400,"Seltjarnarnes"
"26198",41440,"Íbúðareign",132.5,0,3,2,400,"Seltjarnarnes"
"26199",41871,"Íbúðareign",116.9,1,2,1,510,"Garðabær: Sjáland"
"26200",20691,"Íbúðareign",57.7,0,1,1,161,"Fell"
"26201",27536,"Íbúðareign",68.8,0,2,1,320,"Kópavogur: Austurbær"
"26202",20902,"Íbúðareign",64.6,0,1,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"26203",37326,"Íbúðareign",91.7,0,3,1,280,"Fossvogur"
"26204",37189,"Íbúðareign",107.3,0,2,2,100,"Laugarneshverfi/Vogar"
"26205",35407,"Íbúðareign",99.5,1,2,1,850,"Mosfellsbær: Helgafell"
"26206",31454,"Íbúðareign",97.9,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"26207",24879,"Íbúðareign",55,0,2,1,90,"Holt/Tún"
"26208",27057,"Íbúðareign",80,0,2,1,630,"Hafnarfjörður - Vellir"
"26209",37875,"Íbúðareign",116.8,1,3,1,351,"Kópavogur: Kórar"
"26210",47377,"Parhús",149.7,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"26211",56062,"Íbúðareign",108.9,1,3,1,90,"Holt/Tún"
"26212",35811,"Íbúðareign",118.8,0,4,1,280,"Fossvogur"
"26213",48141,"Raðhús",93,0,2,1,100,"Laugarneshverfi/Vogar"
"26214",49793,"Íbúðareign",118.7,1,3,1,90,"Holt/Tún"
"26215",35314,"Íbúðareign",94.9,1,2,1,181,"Úlfarsárdalur"
"26216",29069,"Íbúðareign",88.2,1,2,1,350,"Kópavogur: Hvörf, Þing"
"26217",55022,"Raðhús",208.6,0,5,1,600,"Hafnarfjörður"
"26218",53158,"Einbýlishús",251.5,0,5,4,160,"Hólar, Berg"
"26219",18046,"Íbúðareign",67.7,0,1,1,6040,"Akureyri: Glerárhverfi"
"26220",33770,"Íbúðareign",83,1,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"26221",26736,"Íbúðareign",78.3,1,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"26222",18887,"Íbúðareign",58.5,0,1,1,160,"Hólar, Berg"
"26223",35489,"Íbúðareign",102.9,0,3,1,700,"Garðarbær: Álftanes"
"26224",27293,"Íbúðareign",69.7,1,1,1,85,"Kringlan"
"26225",27742,"Íbúðareign",103.8,0,4,1,80,"Hlíðar"
"26226",39075,"Íbúðareign",112.6,1,3,1,350,"Kópavogur: Hvörf, Þing"
"26227",21050,"Íbúðareign",123.7,0,3,1,3000,"Akranes"
"26228",36275,"Einbýlishús",145.3,0,4,1,6030,"Akureyri: Efri brekka"
"26229",20568,"Einbýlishús",86.7,0,1,2,6030,"Akureyri: Efri brekka"
"26230",41271,"Íbúðareign",116.6,1,2,1,6010,"Akureyri: Naustahverfi"
"26231",7119,"Parhús",82.2,0,3,1,7130,"Neskaupsstað"
"26232",10425,"Íbúðareign",61,0,1,1,8010,"Selfoss"
"26233",31908,"Einbýlishús",139,0,4,2,8010,"Selfoss"
"26234",22000,"Íbúðareign",110.1,0,3,1,2040,"Njarðvík"
"26235",16453,"Íbúðareign",92.8,0,3,1,2060,"Grindavík"
"26236",142541,"Íbúðareign",128.8,2,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"26237",168311,"Íbúðareign",165,2,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"26238",50740,"Raðhús",125.2,0,3,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"26239",39244,"Parhús",122.8,0,3,2,300,"Kópavogur: Vesturbær"
"26240",18240,"Íbúðareign",63.9,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"26241",53885,"Íbúðareign",129.5,1,2,2,511,"Garðabær: Akrahverfi"
"26242",26370,"Íbúðareign",86,0,2,1,630,"Hafnarfjörður - Vellir"
"26243",25191,"Íbúðareign",84.7,0,2,1,160,"Hólar, Berg"
"26244",26983,"Íbúðareign",87.8,0,3,1,170,"Neðra-Breiðholt"
"26245",28981,"Íbúðareign",93.4,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"26246",42352,"Raðhús",134.7,0,3,2,200,"Árbær"
"26247",34673,"Íbúðareign",100.2,1,3,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"26248",37459,"Íbúðareign",127.5,0,3,1,270,"Norðlingaholt"
"26249",49748,"Íbúðareign",103.6,0,3,2,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"26250",55850,"Íbúðareign",168.2,0,6,2,300,"Kópavogur: Vesturbær"
"26251",28628,"Íbúðareign",77.3,0,2,1,600,"Hafnarfjörður"
"26252",32932,"Íbúðareign",105.8,0,3,1,680,"Hafnarfjörður - Börð"
"26253",12900,"Íbúðareign",73,0,2,1,8010,"Selfoss"
"26254",27600,"Raðhús",109.6,0,2,1,8010,"Selfoss"
"26255",25433,"Einbýlishús",188.7,0,7,1,7220,"Höfn: Nesjahverfi"
"26256",64600,"Einbýlishús",289.5,0,4,3,8200,"Vestmannaeyjar"
"26257",40386,"Íbúðareign",99.5,1,2,1,600,"Hafnarfjörður"
"26258",69031,"Raðhús",178.8,0,4,1,280,"Fossvogur"
"26259",24899,"Íbúðareign",69,0,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"26260",67241,"Einbýlishús",205,0,1,1,400,"Seltjarnarnes"
"26261",43610,"Íbúðareign",109,1,3,1,510,"Garðabær: Sjáland"
"26262",64388,"Einbýlishús",320.3,0,6,2,600,"Hafnarfjörður"
"26263",39600,"Einbýlishús",184.1,0,4,2,8200,"Vestmannaeyjar"
"26264",23164,"Íbúðareign",66.1,0,1,1,500,"Garðabær"
"26265",47880,"Raðhús",153.4,0,4,1,330,"Kópavogur: Hjallar, Smárar"
"26266",62463,"Einbýlishús",237,0,5,2,340,"Kópavogur: Lindir, Salir"
"26267",30983,"Íbúðareign",99.3,1,2,1,850,"Mosfellsbær: Helgafell"
"26268",23486,"Íbúðareign",73.2,0,2,1,160,"Hólar, Berg"
"26269",45938,"Raðhús",169.1,0,5,2,150,"Seljahverfi"
"26270",31097,"Íbúðareign",89.4,0,2,1,340,"Kópavogur: Lindir, Salir"
"26271",43451,"Íbúðareign",117.2,0,3,1,340,"Kópavogur: Lindir, Salir"
"26272",22485,"Íbúðareign",42.6,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"26273",30625,"Íbúðareign",95,0,2,1,600,"Hafnarfjörður"
"26274",35023,"Íbúðareign",104.9,0,3,1,91,"Háaleiti/Skeifa"
"26275",29772,"Íbúðareign",79.9,1,2,1,270,"Norðlingaholt"
"26276",54865,"Íbúðareign",137.5,1,2,1,510,"Garðabær: Sjáland"
"26277",32445,"Íbúðareign",78.3,0,2,1,90,"Holt/Tún"
"26278",45159,"Íbúðareign",102.5,1,2,1,300,"Kópavogur: Vesturbær"
"26279",88789,"Einbýlishús",283.7,0,4,3,520,"Garðabær: Ásar"
"26280",49429,"Íbúðareign",167.7,0,5,1,600,"Hafnarfjörður"
"26281",20057,"Íbúðareign",49.2,0,1,1,320,"Kópavogur: Austurbær"
"26282",31976,"Íbúðareign",102.7,0,3,1,320,"Kópavogur: Austurbær"
"26283",87000,"Einbýlishús",228.8,0,3,2,520,"Garðabær: Ásar"
"26284",32428,"Íbúðareign",112.6,0,3,2,600,"Hafnarfjörður"
"26285",22970,"Íbúðareign",65.2,0,2,1,170,"Neðra-Breiðholt"
"26286",28919,"Einbýlishús",120.4,0,3,1,3000,"Akranes"
"26287",46763,"Íbúðareign",99.2,0,4,2,6080,"Akureyri: Giljahverfi"
"26288",16896,"Íbúðareign",100.3,0,3,1,7210,"Höfn"
"26289",31493,"Íbúðareign",146.1,0,3,1,320,"Kópavogur: Austurbær"
"26290",56558,"Raðhús",194.9,0,6,1,320,"Kópavogur: Austurbær"
"26291",35425,"Íbúðareign",73.2,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"26292",35060,"Íbúðareign",95,0,2,2,320,"Kópavogur: Austurbær"
"26293",12481,"Íbúðareign",89.9,0,2,1,7150,"Reyðarfjörður"
"26294",30623,"Raðhús",114.9,0,3,1,8010,"Selfoss"
"26295",33693,"Íbúðareign",74.9,0,2,1,80,"Hlíðar"
"26296",27482,"Íbúðareign",100.8,0,3,1,100,"Laugarneshverfi/Vogar"
"26297",19065,"Íbúðareign",70.4,0,0,0,20,"Miðbær: Frá Tjörn að Snorrabraut"
"26298",44947,"Íbúðareign",118.2,0,3,2,283,"Hvassaleiti"
"26299",21152,"Íbúðareign",62.5,0,2,1,400,"Seltjarnarnes"
"26300",33985,"Íbúðareign",105.3,0,3,2,91,"Háaleiti/Skeifa"
"26301",48479,"Einbýlishús",193.4,0,3,1,630,"Hafnarfjörður - Vellir"
"26302",33593,"Einbýlishús",134.2,0,3,1,7110,"Egilsstaðir"
"26303",32138,"Íbúðareign",87.5,0,2,1,200,"Árbær"
"26304",52344,"Íbúðareign",106.3,1,2,1,320,"Kópavogur: Austurbær"
"26305",29860,"Íbúðareign",83.9,0,2,1,330,"Kópavogur: Hjallar, Smárar"
"26306",41391,"Íbúðareign",153.1,0,3,2,330,"Kópavogur: Hjallar, Smárar"
"26307",27959,"Íbúðareign",73.6,0,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"26308",40328,"Íbúðareign",94.4,0,3,1,400,"Seltjarnarnes"
"26309",36101,"Íbúðareign",113.7,0,0,0,90,"Holt/Tún"
"26310",19078,"Íbúðareign",103.7,0,5,1,3000,"Akranes"
"26311",19593,"Íbúðareign",90.4,0,2,2,3000,"Akranes"
"26312",19400,"Íbúðareign",52.6,0,1,1,220,"Selás"
"26313",22969,"Íbúðareign",57.7,0,1,1,100,"Laugarneshverfi/Vogar"
"26314",21150,"Íbúðareign",78.4,0,2,1,320,"Kópavogur: Austurbær"
"26315",21992,"Íbúðareign",55.5,0,1,1,200,"Árbær"
"26316",24590,"Íbúðareign",80.4,0,2,1,600,"Hafnarfjörður"
"26317",14400,"Íbúðareign",107.1,0,2,1,4120,"Hnífsdalur"
"26318",44000,"Raðhús",128.6,0,4,1,6010,"Akureyri: Naustahverfi"
"26319",13500,"Íbúðareign",88.3,0,3,1,6210,"Húsavík"
"26320",29652,"Íbúðareign",94.3,0,2,1,6010,"Akureyri: Naustahverfi"
"26321",22875,"Íbúðareign",113.4,0,2,2,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"26322",38037,"Parhús",107.8,0,3,1,6080,"Akureyri: Giljahverfi"
"26323",9015,"Íbúðareign",80.8,0,2,1,6140,"Dalvík"
"26324",7438,"Íbúðareign",60.6,0,1,1,6040,"Akureyri: Glerárhverfi"
"26325",38430,"Raðhús",112.4,0,3,1,6010,"Akureyri: Naustahverfi"
"26326",10981,"Einbýlishús",144.3,0,5,2,6210,"Húsavík"
"26327",6396,"Íbúðareign",64.4,0,2,1,6110,"Siglufjörður"
"26328",41972,"Einbýlishús",145.8,0,4,1,8010,"Selfoss"
"26329",17500,"Íbúðareign",103.8,0,2,2,8010,"Selfoss"
"26330",15769,"Íbúðareign",55.9,0,1,1,8010,"Selfoss"
"26331",13858,"Íbúðareign",81.2,0,2,1,2050,"Keflavík"
